TEAM,SEASON,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
NOP,2016-17,82,19905,39.5,87.7,0.45,9.4,27.0,0.35,30.0,60.7,0.495,16.8,22.4,0.75,8.6,35.4,44.1,23.0,7.8,5.6,13.0,18.3,105.2
ATL,2016-17,82,19880,38.7,85.8,0.451,9.0,26.5,0.341,29.7,59.3,0.501,18.4,25.3,0.728,10.4,34.6,45.1,24.0,8.3,4.9,16.0,18.5,104.9
BRK,2016-17,82,19755,37.2,83.8,0.444,10.5,31.1,0.33799999999999997,26.7,52.7,0.506,19.1,24.2,0.7879999999999999,8.7,34.5,43.2,21.1,7.1,4.6,16.3,20.7,104.1
ORL,2016-17,82,19805,39.3,89.3,0.44,8.8,26.8,0.32799999999999996,30.5,62.5,0.488,16.4,21.9,0.747,10.1,34.2,44.3,22.8,7.3,5.0,13.7,19.8,103.7
PHI,2016-17,82,19830,37.9,85.9,0.442,10.2,30.0,0.34,27.7,55.9,0.496,17.1,22.2,0.7709999999999999,9.9,33.2,43.2,23.9,8.5,5.2,16.8,22.0,103.2
HOU,2017-18,82,19755,39.5,86.0,0.46,15.6,43.2,0.36200000000000004,23.9,42.8,0.5579999999999999,20.0,25.7,0.7809999999999999,9.2,35.2,44.4,22.0,8.7,4.9,14.1,19.9,114.7
TOR,2017-18,82,19830,42.0,89.1,0.47200000000000003,12.0,33.6,0.358,30.0,55.5,0.541,17.7,22.2,0.794,9.9,34.9,44.8,24.8,7.8,6.2,13.6,22.2,113.8
GSW,2017-18,82,19730,42.9,85.3,0.503,11.3,28.9,0.391,31.5,56.3,0.56,16.6,20.4,0.815,8.4,35.1,43.6,29.3,8.0,7.5,15.5,19.6,113.6
MIN,2017-18,82,19805,42.5,89.2,0.47600000000000003,8.3,23.3,0.35700000000000004,34.2,65.9,0.519,20.1,25.0,0.804,10.7,32.7,43.4,23.5,8.7,4.4,12.9,18.9,113.4
CLE,2017-18,82,19730,41.1,86.3,0.47600000000000003,12.2,32.7,0.37200000000000005,28.9,53.6,0.54,18.5,23.7,0.779,8.6,34.3,42.9,23.8,7.2,3.9,14.0,18.9,112.9
DEN,2017-18,82,19880,41.6,88.5,0.47,11.7,31.6,0.371,29.9,56.9,0.525,17.5,22.8,0.767,11.2,34.3,45.5,25.7,7.8,5.0,15.3,19.1,112.5
OKC,2017-18,82,19830,40.9,90.4,0.45299999999999996,11.0,31.2,0.354,29.9,59.2,0.505,17.8,24.8,0.716,12.8,33.4,46.2,21.9,9.3,5.2,14.4,20.7,110.7
LAC,2017-18,82,19705,40.7,86.4,0.47100000000000003,9.6,27.1,0.354,31.2,59.3,0.525,19.2,25.8,0.743,10.3,34.1,44.4,22.6,7.7,4.6,14.9,20.2,110.3
MIL,2017-18,82,19830,41.0,85.6,0.478,9.0,25.5,0.355,31.9,60.1,0.531,18.8,24.1,0.7829999999999999,8.7,32.4,41.1,24.0,9.1,5.6,14.3,22.0,109.8
NOP,2017-18,82,19955,41.9,86.6,0.483,10.0,27.7,0.36200000000000004,31.9,59.0,0.54,15.8,20.5,0.772,8.5,35.0,43.5,26.3,7.9,5.8,14.6,18.8,109.6
IND,2017-18,82,19755,42.3,89.6,0.47200000000000003,9.4,25.4,0.369,32.9,64.2,0.513,15.5,19.9,0.779,10.0,34.0,43.9,23.0,9.1,4.3,13.8,19.5,109.5
PHI,2017-18,82,19780,40.7,86.3,0.47200000000000003,11.0,29.7,0.369,29.8,56.6,0.526,17.1,22.7,0.752,10.9,36.4,47.3,27.0,8.3,5.1,16.4,22.0,109.5
CHO,2017-18,82,19780,39.4,87.6,0.45,10.2,27.5,0.369,29.3,60.1,0.48700000000000004,20.4,27.3,0.747,10.2,35.8,46.0,21.8,6.9,4.6,12.8,17.4,109.4
WAS,2017-18,82,19855,41.0,87.8,0.467,10.2,27.2,0.375,30.8,60.6,0.508,17.2,22.3,0.772,10.3,33.9,44.2,25.8,8.1,4.4,15.0,21.8,109.3
POR,2017-18,82,19755,40.6,89.8,0.452,10.6,29.1,0.366,29.9,60.7,0.493,17.3,21.6,0.8,10.5,36.4,46.9,20.1,7.2,5.3,14.0,20.1,109.1
UTA,2017-18,82,19755,39.8,86.3,0.462,11.3,30.8,0.366,28.6,55.5,0.515,17.5,22.4,0.779,9.4,35.6,45.0,23.3,9.0,5.3,15.3,20.4,108.4
SAS,2017-18,82,19730,41.0,89.6,0.457,8.9,25.3,0.35200000000000004,32.1,64.3,0.499,17.0,22.0,0.772,10.9,35.6,46.4,23.9,8.0,5.9,13.8,18.0,107.9
BOS,2017-18,82,19805,39.6,88.0,0.45,11.8,31.4,0.377,27.8,56.6,0.491,16.5,21.4,0.7709999999999999,9.7,36.3,46.0,23.2,7.6,4.7,14.5,20.4,107.6
DET,2017-18,82,19805,40.4,89.8,0.45,11.2,29.9,0.373,29.2,59.9,0.488,15.2,20.4,0.745,10.5,34.7,45.2,23.5,7.9,4.0,13.9,19.0,107.2
NYK,2017-18,82,19830,41.7,89.9,0.46399999999999997,8.4,23.9,0.35200000000000004,33.3,66.0,0.504,15.3,19.5,0.787,10.7,34.4,45.1,23.9,6.9,5.3,15.1,21.0,107.1
BRK,2017-18,82,19855,38.3,87.0,0.441,12.7,35.7,0.35600000000000004,25.6,51.2,0.5,17.5,22.6,0.772,9.7,34.9,44.6,23.7,6.3,4.8,15.2,20.6,106.9
MIA,2017-18,82,19930,40.1,88.1,0.455,11.4,31.6,0.36,28.7,56.6,0.508,15.2,20.2,0.755,9.6,35.3,44.9,23.5,7.8,5.5,14.9,20.8,106.8
LAL,2017-18,82,19905,40.1,87.1,0.461,9.9,28.6,0.345,30.2,58.4,0.517,16.4,23.0,0.7140000000000001,10.5,35.2,45.7,23.4,7.6,4.7,15.6,20.9,106.5
DAL,2017-18,82,19805,39.6,89.2,0.444,12.3,34.1,0.36,27.4,55.2,0.496,14.8,19.4,0.763,8.4,34.4,42.9,23.5,7.3,3.9,12.8,20.0,106.3
ORL,2017-18,82,19730,39.5,87.4,0.452,10.5,29.8,0.35100000000000003,29.0,57.5,0.504,15.8,20.8,0.757,9.0,33.4,42.4,23.8,7.7,5.0,14.8,19.6,105.2
ATL,2017-18,82,19705,38.8,86.9,0.446,11.4,31.5,0.36,27.4,55.4,0.495,16.1,20.5,0.785,9.2,33.4,42.6,24.1,7.9,4.3,15.8,19.9,105.0
MEM,2017-18,82,19705,38.7,87.1,0.444,9.7,27.6,0.35200000000000004,28.9,59.5,0.486,17.5,22.2,0.7859999999999999,10.0,32.6,42.6,22.7,7.9,5.1,15.7,24.4,104.5
CHI,2017-18,82,19855,39.0,89.6,0.435,11.1,31.3,0.355,27.8,58.2,0.478,14.7,19.4,0.759,9.7,35.3,45.0,23.6,7.7,3.6,14.1,19.3,103.8
SAC,2017-18,82,19755,40.7,90.4,0.45,9.4,25.2,0.375,31.2,65.2,0.479,12.9,17.5,0.735,9.9,33.0,42.9,22.6,8.2,4.4,14.4,21.0,103.7
PHO,2017-18,82,19705,38.3,86.7,0.442,9.3,27.8,0.33399999999999996,29.0,59.0,0.49200000000000005,17.6,23.8,0.741,10.2,33.7,43.9,21.2,6.9,4.5,15.7,21.9,103.5
GSW,2018-19,82,19805,43.4,88.4,0.491,13.1,33.9,0.385,30.3,54.5,0.557,16.1,20.1,0.8009999999999999,9.6,35.9,45.5,29.0,7.5,6.3,14.0,21.1,115.9
HOU,2018-19,82,19830,39.8,88.6,0.449,16.4,46.0,0.35600000000000004,23.4,42.6,0.551,19.6,24.7,0.7909999999999999,10.3,32.3,42.7,21.5,8.7,5.0,13.5,22.3,115.5
POR,2018-19,82,19855,42.3,90.6,0.467,11.0,30.7,0.359,31.3,59.8,0.523,19.0,23.3,0.8140000000000001,11.8,36.2,48.0,23.0,6.7,5.0,13.8,20.4,114.7
MIL,2018-19,82,19780,41.8,87.8,0.47600000000000003,13.0,36.8,0.353,28.8,50.9,0.565,17.3,22.4,0.773,9.0,39.0,47.9,25.1,7.2,5.7,13.4,18.9,113.8
TOR,2018-19,82,19880,41.7,88.1,0.474,12.2,33.4,0.366,29.5,54.7,0.539,17.5,21.7,0.804,9.5,35.2,44.7,25.1,8.2,5.3,13.9,20.8,113.1
DEN,2018-19,82,19730,42.8,91.9,0.466,11.2,32.0,0.35100000000000003,31.6,59.9,0.527,16.1,21.3,0.755,12.1,35.3,47.3,27.9,7.9,4.5,13.7,20.5,113.0
SAS,2018-19,82,19805,42.8,89.4,0.478,10.0,25.5,0.392,32.7,63.8,0.513,17.4,21.2,0.8190000000000001,9.3,35.9,45.2,24.8,6.2,4.8,12.2,18.3,112.9
PHI,2018-19,82,19805,40.6,86.2,0.47100000000000003,10.6,29.5,0.359,30.0,56.7,0.529,20.8,26.9,0.7709999999999999,10.6,36.1,46.7,26.3,7.2,5.2,14.6,20.8,112.6
LAC,2018-19,82,19830,40.3,85.4,0.47100000000000003,9.8,25.2,0.38799999999999996,30.5,60.2,0.507,22.1,27.8,0.792,9.5,34.9,44.4,23.4,6.7,4.6,14.2,22.8,112.4
BOS,2018-19,82,19780,42.0,90.4,0.465,12.6,34.4,0.365,29.5,55.9,0.527,15.6,19.5,0.802,9.8,34.7,44.5,26.2,8.6,5.3,12.8,20.3,112.2
CHO,2018-19,82,19830,40.4,90.3,0.44799999999999995,12.0,34.1,0.35100000000000003,28.4,56.1,0.507,18.5,23.2,0.797,10.0,34.1,44.0,23.4,7.2,5.0,12.3,19.0,111.4
NOP,2018-19,82,19755,42.1,89.0,0.473,9.9,28.8,0.344,32.2,60.2,0.536,17.2,22.6,0.7609999999999999,10.7,34.9,45.6,26.1,7.2,5.2,14.3,20.4,111.4
MIN,2018-19,82,19830,41.2,90.4,0.456,10.0,28.5,0.35100000000000003,31.2,61.9,0.504,19.0,24.1,0.787,11.2,33.2,44.4,24.4,8.3,5.0,13.0,20.1,111.4
WAS,2018-19,82,19930,41.1,87.8,0.46799999999999997,11.0,32.4,0.341,30.0,55.3,0.5429999999999999,17.9,23.3,0.768,9.4,31.8,41.3,25.6,8.1,4.5,13.7,20.2,111.1
UTA,2018-19,82,19755,40.1,85.8,0.46799999999999997,12.0,33.8,0.35600000000000004,28.1,52.0,0.541,18.7,25.3,0.736,9.9,36.1,46.0,25.8,8.0,5.8,15.0,20.9,110.9
SAC,2018-19,82,19730,41.8,90.1,0.46399999999999997,10.9,29.0,0.37799999999999995,30.8,61.1,0.504,16.0,22.0,0.726,10.7,33.2,43.9,24.6,8.0,4.3,12.9,20.7,110.4
OKC,2018-19,82,19855,41.1,90.6,0.45399999999999996,11.0,31.5,0.348,30.1,59.1,0.51,17.2,24.1,0.713,12.1,34.2,46.3,22.5,9.0,5.0,13.5,21.6,110.3
IND,2018-19,82,19705,42.1,88.6,0.475,9.7,25.8,0.374,32.4,62.7,0.517,16.1,21.4,0.752,9.5,34.3,43.8,26.4,8.8,5.0,13.9,19.8,109.9
BRK,2018-19,82,19980,39.3,87.6,0.449,12.5,35.3,0.353,26.8,52.3,0.513,18.5,24.9,0.745,10.7,34.8,45.5,23.3,6.4,4.0,14.7,21.0,109.6
DAL,2018-19,82,19780,39.0,87.3,0.447,12.5,36.8,0.34,26.5,50.5,0.524,18.9,25.5,0.742,10.2,35.4,45.6,23.5,6.5,4.3,14.3,20.2,109.4
DET,2018-19,82,19855,39.5,89.9,0.44,12.3,35.4,0.348,27.2,54.4,0.5,17.6,23.5,0.747,11.6,34.2,45.8,22.9,7.1,4.1,14.1,22.5,109.0
ORL,2018-19,82,19780,41.0,90.4,0.45399999999999996,11.6,32.6,0.35600000000000004,29.4,57.8,0.509,15.2,19.5,0.782,10.2,35.9,46.1,25.9,6.7,5.5,13.4,18.9,108.9
ATL,2018-19,82,19855,39.5,87.6,0.451,12.4,35.3,0.35200000000000004,27.1,52.2,0.518,16.8,22.3,0.752,11.1,32.9,44.0,24.6,7.9,4.9,16.3,22.5,108.1
LAL,2018-19,82,19780,41.1,87.3,0.47,10.0,29.9,0.33299999999999996,31.1,57.4,0.541,15.7,22.5,0.6990000000000001,9.8,35.1,44.9,24.7,7.3,5.2,15.1,20.0,107.8
CLE,2018-19,82,19755,40.1,90.3,0.444,10.6,30.0,0.355,29.4,60.3,0.488,16.9,21.3,0.792,11.0,32.9,44.0,21.3,6.7,2.5,13.9,20.6,107.7
MIA,2018-19,82,19730,40.3,89.4,0.45,11.5,32.9,0.349,28.8,56.5,0.509,15.3,22.1,0.695,11.4,35.6,47.1,24.7,7.8,5.5,15.0,21.2,107.3
MEM,2018-19,82,19880,38.9,86.5,0.45,10.1,29.6,0.342,28.8,56.9,0.505,18.2,23.5,0.772,9.0,33.8,42.8,24.5,8.5,5.6,14.3,22.5,106.1
PHO,2018-19,82,19880,39.5,86.0,0.45899999999999996,9.5,28.8,0.32899999999999996,30.0,57.2,0.525,17.4,22.3,0.779,9.0,30.8,39.8,23.5,8.8,5.0,15.4,23.2,105.9
CHI,2018-19,82,19905,39.8,87.8,0.45299999999999996,9.1,25.9,0.35100000000000003,30.7,61.9,0.496,16.2,20.6,0.7829999999999999,8.7,34.1,42.8,21.9,7.3,4.3,14.1,20.3,104.8
NYK,2018-19,82,19780,38.2,88.2,0.433,10.0,29.5,0.34,28.2,58.7,0.479,18.1,23.8,0.759,10.4,34.2,44.7,20.1,6.8,5.1,14.0,20.9,104.5
DAL,2019-20,75,18175,41.5,90.0,0.461,15.1,41.1,0.36700000000000005,26.4,48.9,0.541,18.5,23.8,0.779,10.5,36.3,46.8,24.6,6.1,4.8,12.7,19.4,116.7
LAC,2019-20,72,17380,40.7,87.4,0.466,12.2,32.8,0.371,28.5,54.6,0.522,20.4,25.8,0.7909999999999999,10.4,36.2,46.7,23.2,6.9,4.6,14.3,21.7,113.9
POR,2019-20,74,17835,41.7,90.2,0.46299999999999997,12.7,33.7,0.377,29.0,56.4,0.514,17.5,21.8,0.804,10.1,34.7,44.8,20.4,6.2,6.0,12.6,21.5,113.7
BOS,2019-20,72,17430,41.1,89.3,0.461,12.5,34.4,0.364,28.6,54.8,0.522,18.5,23.1,0.8009999999999999,10.6,35.3,45.9,22.9,8.2,5.6,13.8,21.5,113.3
DEN,2019-20,73,17745,42.7,90.4,0.473,11.2,31.1,0.359,31.6,59.2,0.5329999999999999,16.5,21.3,0.777,10.9,33.9,44.9,27.2,8.2,4.7,14.0,20.7,113.1
HOU,2019-20,72,17380,39.1,86.7,0.451,15.0,43.4,0.345,24.1,43.3,0.557,19.8,25.0,0.7909999999999999,9.4,33.1,42.4,20.7,8.3,4.9,14.1,20.8,112.9
MIA,2019-20,73,17745,39.6,84.7,0.46799999999999997,13.5,35.5,0.379,26.1,49.2,0.532,19.8,25.3,0.7829999999999999,8.5,36.0,44.5,26.0,7.5,4.6,15.0,20.6,112.5
SAS,2019-20,71,17215,41.6,88.1,0.47200000000000003,10.5,28.0,0.376,31.0,60.1,0.516,18.7,23.1,0.81,8.9,35.1,44.0,24.3,7.2,5.4,12.4,19.1,112.4
MIL,2019-20,73,17595,41.0,86.1,0.47600000000000003,13.1,36.9,0.355,27.9,49.3,0.5670000000000001,17.3,23.4,0.742,9.0,40.0,49.0,24.5,6.8,5.6,14.3,18.6,112.4
UTA,2019-20,72,17355,40.5,85.9,0.47100000000000003,13.5,35.6,0.38,27.0,50.4,0.535,17.9,23.0,0.779,9.2,36.1,45.3,22.6,6.1,4.1,15.3,20.6,112.3
LAL,2019-20,71,17090,41.8,87.2,0.48,10.9,31.2,0.349,30.9,56.0,0.552,17.5,24.0,0.7290000000000001,10.5,34.6,45.2,25.1,8.5,6.5,15.0,20.5,112.0
PHO,2019-20,73,17595,40.5,86.5,0.46799999999999997,11.2,31.2,0.358,29.3,55.3,0.529,19.5,23.4,0.8340000000000001,9.6,33.2,42.8,26.7,7.5,3.9,14.5,21.7,111.7
PHI,2019-20,73,17595,41.3,88.4,0.46799999999999997,11.7,31.8,0.368,29.6,56.6,0.524,17.0,22.6,0.755,10.5,35.2,45.7,26.0,8.1,5.4,14.3,21.1,111.3
TOR,2019-20,72,17380,39.6,86.6,0.45799999999999996,13.6,36.4,0.374,26.0,50.2,0.519,18.2,22.9,0.7959999999999999,9.4,35.3,44.7,24.9,8.7,4.9,14.6,21.3,111.1
WAS,2019-20,72,17355,40.3,88.1,0.457,11.6,31.6,0.368,28.6,56.6,0.506,18.8,23.8,0.7879999999999999,9.9,30.9,40.8,24.3,7.7,4.2,13.7,22.0,110.9
OKC,2019-20,72,17430,40.1,85.8,0.46799999999999997,10.7,30.3,0.355,29.4,55.6,0.529,19.8,24.9,0.7959999999999999,8.3,34.8,43.0,21.8,7.7,4.9,13.7,19.4,110.8
NOP,2019-20,72,17430,40.7,87.6,0.465,13.0,35.3,0.37,27.6,52.3,0.528,16.3,22.4,0.7290000000000001,10.6,33.9,44.4,25.6,7.2,4.8,15.7,20.2,110.7
SAC,2019-20,72,17455,40.9,88.4,0.462,12.7,34.9,0.364,28.2,53.5,0.527,15.7,20.3,0.77,9.7,33.0,42.6,23.8,7.7,4.1,14.5,22.2,110.2
IND,2019-20,73,17620,42.3,88.9,0.47600000000000003,10.2,28.2,0.363,32.1,60.7,0.529,15.1,19.2,0.787,8.8,34.3,43.0,26.0,7.5,5.2,13.3,19.9,110.0
MEM,2019-20,73,17570,41.3,88.1,0.46799999999999997,10.6,30.5,0.34700000000000003,30.7,57.6,0.532,16.1,21.1,0.763,10.0,35.1,45.1,26.1,7.7,5.3,14.8,20.5,109.2
DET,2019-20,66,15965,40.0,87.2,0.45899999999999996,12.2,33.2,0.36700000000000005,27.8,53.9,0.515,16.9,22.7,0.743,9.9,32.5,42.4,24.5,7.5,4.6,15.5,20.0,109.0
BRK,2019-20,72,17480,39.4,88.0,0.44799999999999995,12.7,37.2,0.34299999999999997,26.6,50.8,0.524,17.5,23.4,0.745,10.4,36.3,46.7,23.8,6.3,4.4,14.9,20.4,108.9
ORL,2019-20,73,17570,39.8,89.6,0.444,11.2,32.6,0.34299999999999997,28.6,57.0,0.502,17.8,22.9,0.774,10.4,34.6,45.0,24.2,8.3,5.5,13.0,18.5,108.5
MIN,2019-20,64,15560,38.6,87.5,0.441,12.7,37.9,0.336,25.9,49.6,0.521,18.2,24.2,0.753,10.1,32.7,42.8,22.7,8.3,5.4,14.6,20.4,108.1
CLE,2019-20,65,15725,40.5,88.4,0.45799999999999996,11.2,32.0,0.35100000000000003,29.3,56.4,0.519,15.2,20.0,0.758,10.9,33.6,44.5,23.2,6.9,3.3,16.6,18.4,107.5
ATL,2019-20,67,16280,39.0,86.8,0.449,11.5,34.6,0.33299999999999996,27.4,52.2,0.525,17.7,22.4,0.79,9.5,32.0,41.5,23.0,7.5,4.9,15.5,22.2,107.2
CHI,2019-20,65,15675,39.5,88.5,0.447,12.2,35.1,0.348,27.3,53.5,0.511,15.5,20.5,0.755,10.4,31.4,41.8,23.2,10.0,4.1,15.4,21.8,106.7
NYK,2019-20,66,15965,40.2,89.9,0.447,9.6,28.5,0.337,30.6,61.4,0.499,16.4,23.6,0.6940000000000001,12.1,34.7,46.8,22.2,7.7,4.8,14.4,22.3,106.5
CHO,2019-20,65,15750,38.6,88.8,0.434,12.5,35.5,0.35200000000000004,26.1,53.4,0.489,16.7,22.4,0.748,11.4,32.9,44.2,24.6,6.8,4.3,15.1,19.5,106.3
GSW,2019-20,65,15725,38.2,87.2,0.43799999999999994,10.3,30.9,0.33399999999999996,27.9,56.3,0.495,18.5,23.0,0.8029999999999999,9.8,32.5,42.4,25.3,8.1,4.5,14.7,19.8,105.2
BRK,2020-21,72,17405,43.0,87.1,0.494,14.1,36.0,0.392,28.9,51.1,0.565,18.1,22.5,0.804,8.9,35.5,44.3,26.7,6.7,5.3,13.5,19.0,118.3
POR,2020-21,72,17305,41.9,92.4,0.45299999999999996,16.0,41.4,0.385,25.9,51.0,0.509,18.1,22.0,0.823,10.8,34.4,45.2,21.6,7.0,5.1,11.3,19.2,117.8
UTA,2020-21,72,17355,41.7,89.0,0.46799999999999997,16.9,43.5,0.389,24.8,45.6,0.544,17.3,21.7,0.799,10.7,38.0,48.8,23.9,6.7,5.2,14.4,18.7,117.6
LAC,2020-21,72,17280,43.1,89.4,0.48200000000000004,14.7,35.8,0.41100000000000003,28.4,53.6,0.529,16.7,19.9,0.8390000000000001,9.7,35.8,45.5,25.2,7.3,4.2,13.6,19.8,117.6
MIL,2020-21,72,17330,43.6,89.6,0.48700000000000004,14.1,36.2,0.389,29.6,53.4,0.5539999999999999,15.8,20.9,0.76,10.0,36.9,46.9,24.9,7.9,4.5,13.5,16.9,117.2
PHO,2020-21,72,17480,44.0,89.8,0.49,13.3,35.2,0.37799999999999995,30.8,54.6,0.563,15.9,19.0,0.8340000000000001,8.9,34.8,43.7,27.4,7.3,4.4,12.7,19.4,117.2
DEN,2020-21,72,17480,44.0,90.8,0.485,13.1,34.8,0.377,30.9,56.0,0.552,16.0,19.9,0.8029999999999999,10.7,34.5,45.2,27.3,8.2,4.6,13.7,19.4,117.1
ATL,2020-21,72,17405,41.5,88.8,0.46799999999999997,12.6,33.9,0.373,28.9,54.8,0.526,20.0,24.7,0.812,10.7,35.7,46.4,24.5,7.1,4.8,13.5,19.7,115.7
DAL,2020-21,72,17305,42.2,89.6,0.47,14.2,39.1,0.36200000000000004,28.0,50.5,0.5539999999999999,16.9,21.7,0.778,9.4,35.1,44.5,23.5,6.4,4.4,12.4,19.9,115.4
BOS,2020-21,72,17380,42.0,90.0,0.466,13.8,36.8,0.374,28.2,53.2,0.53,16.3,21.0,0.775,10.8,34.0,44.8,23.7,7.8,5.4,14.2,20.7,114.0
SAC,2020-21,72,17305,42.5,88.5,0.48100000000000004,12.1,33.3,0.364,30.4,55.2,0.551,16.4,22.0,0.745,9.3,32.0,41.3,25.5,7.5,5.0,13.4,19.4,113.6
NOP,2020-21,72,17430,42.1,88.2,0.47700000000000004,10.5,30.1,0.348,31.6,58.1,0.544,18.8,25.8,0.7290000000000001,11.6,35.3,47.0,25.8,7.5,4.3,14.5,17.8,113.5
PHI,2020-21,72,17430,41.2,86.6,0.47600000000000003,11.2,30.0,0.374,30.0,56.6,0.531,19.5,25.4,0.767,10.0,34.9,44.9,23.6,9.1,6.2,14.4,20.1,113.2
IND,2020-21,72,17455,42.2,88.9,0.474,12.0,33.1,0.364,30.1,55.8,0.54,16.0,20.2,0.792,8.8,32.8,41.6,26.7,8.3,6.2,13.2,19.7,112.4
TOR,2020-21,72,17305,40.0,89.3,0.44799999999999995,14.6,39.6,0.368,25.4,49.7,0.512,17.5,21.5,0.815,9.5,32.4,41.9,24.3,8.6,5.4,13.3,21.3,112.0
MEM,2020-21,72,17405,42.4,90.8,0.467,11.0,31.0,0.35600000000000004,31.3,59.8,0.525,16.3,21.1,0.7709999999999999,11.0,34.9,46.0,26.6,9.0,5.0,13.1,18.5,112.0
WAS,2020-21,72,17405,41.2,86.7,0.475,9.7,27.7,0.35100000000000003,31.5,59.1,0.5329999999999999,19.2,25.0,0.769,9.2,33.9,43.1,24.3,7.0,3.9,13.7,20.6,111.2
MIA,2020-21,72,17380,40.4,86.2,0.46799999999999997,13.3,37.2,0.358,27.0,48.9,0.5529999999999999,17.2,21.7,0.79,8.3,34.4,42.7,27.1,8.1,4.1,14.5,19.5,111.2
GSW,2020-21,72,17305,40.3,86.1,0.46799999999999997,14.2,37.9,0.376,26.1,48.3,0.541,16.2,20.6,0.785,7.8,34.3,42.0,27.0,8.0,4.6,14.7,20.7,111.1
CHI,2020-21,72,17380,42.3,89.0,0.47600000000000003,12.6,34.1,0.37,29.7,54.9,0.542,13.9,17.5,0.7909999999999999,9.7,35.5,45.1,26.9,6.7,4.2,15.2,19.0,111.1
SAS,2020-21,72,17480,41.8,90.5,0.462,9.9,28.4,0.35,31.9,62.1,0.514,17.4,22.0,0.792,9.3,34.6,43.8,24.4,7.0,5.1,11.4,17.9,111.0
CHO,2020-21,72,17355,40.4,89.0,0.455,13.9,37.5,0.369,26.6,51.5,0.517,16.1,21.2,0.7609999999999999,10.7,33.6,44.3,27.2,7.9,4.8,15.0,18.3,110.9
NYK,2020-21,72,17430,40.7,89.3,0.456,12.2,31.0,0.392,28.6,58.3,0.49,17.0,21.6,0.784,10.0,36.7,46.6,22.1,7.3,5.2,13.4,21.1,110.6
LAL,2020-21,72,17455,40.8,86.4,0.47200000000000003,11.1,31.3,0.354,29.7,55.0,0.539,17.3,23.4,0.7390000000000001,9.7,34.7,44.4,24.7,7.8,5.4,15.3,19.2,109.9
MIN,2020-21,72,17405,39.8,88.8,0.44799999999999995,12.8,36.7,0.349,27.0,52.1,0.518,17.2,22.6,0.7609999999999999,10.3,32.2,42.5,25.0,8.6,5.4,13.9,20.4,109.5
DET,2020-21,72,17430,39.2,86.7,0.452,11.7,33.3,0.35100000000000003,27.5,53.4,0.515,18.0,23.7,0.759,9.8,33.5,43.3,24.5,7.5,5.2,15.1,20.8,108.0
HOU,2020-21,72,17305,38.6,87.1,0.444,13.6,40.0,0.33899999999999997,25.1,47.2,0.532,16.3,22.0,0.74,9.2,32.8,41.9,23.2,7.5,4.9,14.5,19.2,107.1
CLE,2020-21,72,17430,39.3,87.4,0.45,10.2,30.3,0.336,29.1,57.1,0.51,17.0,22.8,0.743,10.6,32.9,43.5,24.3,7.9,4.6,15.8,18.5,105.8
ORL,2020-21,72,17330,38.7,90.2,0.429,11.0,32.1,0.34299999999999997,27.7,58.0,0.47600000000000003,16.8,21.7,0.775,10.5,35.4,45.9,22.1,7.0,4.5,13.0,17.4,105.1
OKC,2020-21,72,17355,38.3,86.8,0.441,11.7,34.6,0.33899999999999997,26.5,52.2,0.509,15.2,21.0,0.725,9.8,35.2,45.0,21.7,6.9,4.3,15.9,17.9,103.5
UTA,2021-22,82,19730,41.7,88.5,0.47100000000000003,14.9,41.4,0.36,26.7,47.1,0.568,18.4,24.0,0.767,11.1,36.5,47.6,23.0,7.4,5.0,14.4,19.4,116.7
ATL,2021-22,82,19705,42.4,90.3,0.47,13.2,35.2,0.374,29.2,55.1,0.531,18.5,22.8,0.812,10.3,34.7,45.0,25.2,7.3,4.3,12.1,19.1,116.5
MIL,2021-22,82,19755,41.7,89.1,0.46799999999999997,14.0,38.3,0.366,27.7,50.8,0.544,17.7,22.9,0.7759999999999999,10.2,36.3,46.6,23.8,7.6,4.0,13.4,18.2,115.1
PHO,2021-22,82,19730,43.7,90.1,0.485,11.6,31.9,0.364,32.1,58.2,0.551,15.9,19.9,0.797,9.8,35.5,45.3,27.4,8.6,4.4,12.9,19.9,114.8
MEM,2021-22,82,19780,43.2,93.6,0.461,11.4,32.4,0.353,31.8,61.2,0.519,16.8,23.0,0.7340000000000001,14.0,34.7,48.8,25.8,9.7,6.4,13.1,19.6,114.6
DEN,2021-22,82,19805,42.3,87.7,0.483,12.9,36.5,0.353,29.4,51.2,0.575,17.0,21.4,0.795,9.3,35.5,44.8,28.2,7.3,3.8,14.7,20.3,114.5
BOS,2021-22,82,19905,41.7,89.5,0.466,13.5,38.0,0.35600000000000004,28.2,51.5,0.547,17.4,21.4,0.816,10.8,36.4,47.2,25.4,7.4,6.0,14.0,19.0,114.4
MIN,2021-22,82,19780,41.0,89.7,0.457,14.6,40.7,0.358,26.5,49.0,0.54,17.7,22.8,0.778,11.1,32.5,43.5,25.3,8.7,5.5,14.1,21.5,114.3
CHO,2021-22,82,19880,42.3,90.5,0.46799999999999997,13.8,37.8,0.365,28.5,52.7,0.542,15.7,21.2,0.74,10.7,33.4,44.1,27.8,8.5,4.9,13.1,19.7,114.1
